CURSO,COD_RUCT,TITULACION,CENTRO,satisfaccion_alumnos,satisfaccion_profesores,año,diferencia_satis,satisfaccion_promedio
2022-23,4314647,"MÁSTER UNIVERSITARIO EN INGENIERÍA DE CAMINOS, CANALES Y PUERTOS","E.T.S.I. CAMINOS, CANALES Y PUERTOS",4.85,8.75,2022,3.9000000000000004,6.8
2022-23,4314825,MÁSTER UNIVERSITARIO EN DIRECCIÓN DE EMPRESAS (MBA),E. POLITÉCNICA SUPERIOR DE ALCOY,8.64,8.93,2022,0.28999999999999915,8.785
2022-23,4315002,MÁSTER UNIVERSITARIO EN INGENIERÍA TEXTIL,E. POLITÉCNICA SUPERIOR DE ALCOY,7.65,9.41,2022,1.7599999999999998,8.530000000000001
2022-23,4315070,MÁSTER UNIVERSITARIO EN ARQUITECTURA,E.T.S. DE ARQUITECTURA,6.85,7.97,2022,1.12,7.41
2022-23,4315739,MÁSTER UNIVERSITARIO EN ARQUITECTURA DEL PAISAJE,E.T.S. DE ARQUITECTURA,,10.0,2022,,
2022-23,4315921,MÁSTER UNIVERSITARIO EN INGENIERÍA BIOMÉDICA,E.T.S.I. INDUSTRIALES,1.25,8.33,2022,7.08,4.79
2022-23,4315941,MÁSTER UNIVERSITARIO ERASMUS MUNDUS EN SANIDAD VEGETAL EN AGRICULTURA SOSTENIBLE/ EUROPEAN MASTER DEGREE IN PLANT HEALTH IN SUSTAINABLE CROPPING SYSTEMS,UNIDAD DE MÁSTERES UNIVERSITARIOS,9.79,9.84,2022,0.05000000000000071,9.815
2022-23,4316135,MÁSTER UNIVERSITARIO EN GESTIÓN ADMINISTRATIVA,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,,4.17,2022,,
2022-23,4316557,"MÁSTER UNIVERSITARIO EN ESTUDIOS DE LA CIENCIA, LA TECNOLOGÍA Y LA INNOVACIÓN",UNIDAD DE MÁSTERES UNIVERSITARIOS,10.0,10.0,2022,0.0,10.0
2022-23,4316840,MÁSTER UNIVERSITARIO EN MEJORA GENÉTICA VEGETAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,6.25,9.23,2022,2.9800000000000004,7.74
2022-23,4317401,MÁSTER UNIVERSITARIO EN SOCIAL MEDIA Y COMUNICACIÓN CORPORATIVA,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,6.5,9.32,2022,2.8200000000000003,7.91
2022-23,4317434,MÁSTER UNIVERSITARIO EN SISTEMAS INTELIGENTES DE TRANSPORTE,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",6.25,8.41,2022,2.16,7.33
2022-23,4317446,MÁSTER UNIVERSITARIO EN COMUNICACIÓN TRANSMEDIA,ESCUELA POLITECNICA SUPERIOR DE GANDIA,10.0,9.06,2022,-0.9399999999999995,9.530000000000001
2022-23,4317448,MÁSTER UNIVERSITARIO EN CIBERSEGURIDAD Y CIBERINTELIGENCIA,E.T.S. DE INGENIERÍA INFORMÁTICA,8.86,8.93,2022,0.07000000000000028,8.895
2022-23,4317455,"MÁSTER UNIVERSITARIO ERASMUS MUNDUS EN ONDAS, ACÚSTICA, VIBRACIONES, INGENIERÍA Y SONIDO / ERASMUS MUNDUS MASTER IN WAVES, ACOUSTICS, VIBRATIONS, ENGINEERING AND SOUND (WAVES)",ESCUELA POLITECNICA SUPERIOR DE GANDIA,7.5,7.92,2022,0.41999999999999993,7.71
2022-23,4317480,MÁSTER UNIVERSITARIO EN QUÍMICA SOSTENIBLE,UNIDAD DE MÁSTERES UNIVERSITARIOS,8.13,9.38,2022,1.25,8.755
2022-23,4317640,MÁSTER UNIVERSITARIO EN INGENIERÍA BIOAMBIENTAL Y DEL PAISAJE,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,7.5,9.12,2022,1.6199999999999992,8.309999999999999
2022-23,4317898,MÁSTER UNIVERSITARIO ERASMUS MUNDUS EN MEJORA GENÉTICA VEGETAL / ERASMUS MUNDUS MASTER IN PLANT BREEDING - EMPLANT +,UNIDAD DE MÁSTERES UNIVERSITARIOS,,9.72,2022,,
2022-23,4317936,MÁSTER UNIVERSITARIO EN GANADERÍA DE PRECISIÓN,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,7.5,8.21,2022,0.7100000000000009,7.855
2022-23,4317948,MÁSTER UNIVERSITARIO EN MECÁNICA DE FLUIDOS COMPUTACIONAL,E.T.S. DE INGENIERIA DEL DISEÑO,5.0,8.33,2022,3.33,6.665
2022-23,4317961,MÁSTER UNIVERSITARIO ERASMUS MUNDUS EN CIENCIA EN INGENIERÍA TEXTIL / ERASMUS MUNDUS MASTER OF SCIENCE IN TEXTILE ENGINEERING,E. POLITÉCNICA SUPERIOR DE ALCOY,2.5,9.0,2022,6.5,5.75
2022-23,4318105,MÁSTER UNIVERSITARIO EN SEGURIDAD NUCLEAR Y PROTECCIÓN RADIOLÓGICA,E.T.S.I. INDUSTRIALES,7.92,9.72,2022,1.8000000000000007,8.82
2023-24,2500739,GRADO EN ARQUITECTURA TÉCNICA,E.T.S. DE INGENIERÍA DE EDIFICACIÓN,6.53,7.75,2023,1.2199999999999998,7.140000000000001
2023-24,2500801,GRADO EN CIENCIAS AMBIENTALES,ESCUELA POLITECNICA SUPERIOR DE GANDIA,4.42,7.86,2023,3.4400000000000004,6.140000000000001
2023-24,2501354,GRADO EN COMUNICACIÓN AUDIOVISUAL,ESCUELA POLITECNICA SUPERIOR DE GANDIA,6.62,9.02,2023,2.3999999999999995,7.82
2023-24,2501355,GRADO EN TURISMO,ESCUELA POLITECNICA SUPERIOR DE GANDIA,7.37,7.6,2023,0.22999999999999954,7.484999999999999
2023-24,2501356,GRADO EN INGENIERÍA EN DISEÑO INDUSTRIAL Y DESARROLLO DE PRODUCTOS,E. POLITÉCNICA SUPERIOR DE ALCOY,6.85,8.06,2023,1.2100000000000009,7.455
2023-24,2501356,GRADO EN INGENIERÍA EN DISEÑO INDUSTRIAL Y DESARROLLO DE PRODUCTOS,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,7.45,8.24,2023,0.79,7.845000000000001
2023-24,2501484,GRADO EN BELLAS ARTES,FACULTAD DE BELLAS ARTES,7.16,8.99,2023,1.83,8.075
2023-24,2501485,GRADO EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES,FACULTAD DE BELLAS ARTES,5.73,9.0,2023,3.2699999999999996,7.365
2023-24,2501486,GRADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,7.84,8.93,2023,1.0899999999999999,8.385
2023-24,2501649,GRADO EN BIOTECNOLOGÍA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,6.46,7.62,2023,1.1600000000000001,7.04
2023-24,2501650,GRADO EN CIENCIA Y TECNOLOGÍA DE LOS ALIMENTOS,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,5.88,7.9,2023,2.0200000000000005,6.890000000000001
2023-24,2501651,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,E. POLITÉCNICA SUPERIOR DE ALCOY,6.67,8.15,2023,1.4800000000000004,7.41
2023-24,2501651,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,6.9,8.79,2023,1.8899999999999988,7.845
2023-24,2501653,GRADO EN INGENIERÍA AEROESPACIAL,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,6.0,8.47,2023,2.4700000000000006,7.235
2023-24,2501654,GRADO EN INGENIERÍA AGROALIMENTARIA Y DEL MEDIO RURAL,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,6.71,8.26,2023,1.5499999999999998,7.484999999999999
2023-24,2501655,GRADO EN INGENIERÍA ELÉCTRICA,E. POLITÉCNICA SUPERIOR DE ALCOY,7.22,8.67,2023,1.4500000000000002,7.945
2023-24,2501655,GRADO EN INGENIERÍA ELÉCTRICA,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,7.16,8.29,2023,1.129999999999999,7.725
2023-24,2501656,GRADO EN INGENIERÍA ELECTRÓNICA INDUSTRIAL Y AUTOMÁTICA,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,7.29,8.17,2023,0.8799999999999999,7.73
2023-24,2501657,GRADO EN INGENIERÍA GEOMÁTICA Y TOPOGRAFÍA,"E.T.S.I. GEODESICA, CARTOGRAFICA Y TOP.",6.67,9.02,2023,2.3499999999999996,7.845
2023-24,2501658,GRADO EN INGENIERÍA DE ORGANIZACIÓN INDUSTRIAL,E.T.S.I. INDUSTRIALES,8.13,8.44,2023,0.3099999999999987,8.285
2023-24,2501659,GRADO EN INGENIERÍA EN TECNOLOGÍAS INDUSTRIALES,E.T.S.I. INDUSTRIALES,7.07,8.63,2023,1.5600000000000005,7.8500000000000005
2023-24,2501660,GRADO EN INGENIERÍA FORESTAL Y DEL MEDIO NATURAL,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,4.42,8.17,2023,3.75,6.295
2023-24,2501661,GRADO EN INGENIERÍA INFORMÁTICA,E. POLITÉCNICA SUPERIOR DE ALCOY,6.9,8.6,2023,1.6999999999999993,7.75
2023-24,2501661,GRADO EN INGENIERÍA INFORMÁTICA,E.T.S. DE INGENIERÍA INFORMÁTICA,7.18,8.62,2023,1.4399999999999995,7.8999999999999995
2023-24,2501662,GRADO EN INGENIERÍA QUÍMICA,E. POLITÉCNICA SUPERIOR DE ALCOY,7.5,8.02,2023,0.5199999999999996,7.76
2023-24,2501662,GRADO EN INGENIERÍA QUÍMICA,E.T.S.I. INDUSTRIALES,6.98,8.59,2023,1.6099999999999994,7.785
2023-24,2501663,"GRADO EN INGENIERÍA DE SISTEMAS DE TELECOMUNICACIÓN, SONIDO E IMAGEN",ESCUELA POLITECNICA SUPERIOR DE GANDIA,6.82,8.75,2023,1.9299999999999997,7.785
2023-24,2502182,GRADO EN INGENIERÍA MECÁNICA,E. POLITÉCNICA SUPERIOR DE ALCOY,6.99,8.29,2023,1.299999999999999,7.64
2023-24,2502182,GRADO EN INGENIERÍA MECÁNICA,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,7.16,8.54,2023,1.379999999999999,7.85
2023-24,2502407,GRADO EN INGENIERÍA DE TECNOLOGÍAS Y SERVICIOS DE TELECOMUNICACIÓN,E.T.S.I. DE TELECOMUNICACIÓN,7.55,7.87,2023,0.3200000000000003,7.71
2023-24,2502660,GRADO EN INGENIERÍA DE LA ENERGÍA,E.T.S.I. INDUSTRIALES,6.38,7.69,2023,1.3100000000000005,7.035
2023-24,2502731,GRADO EN INGENIERÍA BIOMÉDICA,E.T.S.I. INDUSTRIALES,6.54,8.86,2023,2.3199999999999994,7.699999999999999
2023-24,2503025,GRADO EN FUNDAMENTOS DE LA ARQUITECTURA,E.T.S. DE ARQUITECTURA,8.15,7.79,2023,-0.3600000000000003,7.970000000000001
2023-24,2503349,GRADO EN DISEÑO Y TECNOLOGÍAS CREATIVAS,FACULTAD DE BELLAS ARTES,5.81,8.18,2023,2.37,6.994999999999999
2023-24,2503504,GRADO EN TECNOLOGÍAS INTERACTIVAS,ESCUELA POLITECNICA SUPERIOR DE GANDIA,6.53,8.43,2023,1.8999999999999995,7.48
2023-24,2503653,GRADO EN CIENCIA DE DATOS,E.T.S. DE INGENIERÍA INFORMÁTICA,7.56,8.41,2023,0.8500000000000005,7.984999999999999
2023-24,2503930,GRADO EN TECNOLOGÍA DIGITAL Y MULTIMEDIA,E.T.S.I. DE TELECOMUNICACIÓN,6.7,8.79,2023,2.089999999999999,7.744999999999999
2023-24,2504265,GRADO EN DISEÑO ARQUITECTÓNICO DE INTERIORES,E.T.S. DE ARQUITECTURA,7.29,7.44,2023,0.15000000000000036,7.365
2023-24,2504322,GRADO EN INGENIERÍA FÍSICA,E.T.S.I. DE TELECOMUNICACIÓN,6.94,8.26,2023,1.3199999999999994,7.6
2023-24,2504353,GRADO EN MATEMÁTICAS,E.T.S.I. DE TELECOMUNICACIÓN,5.84,7.0,2023,1.1600000000000001,6.42
2023-24,2504381,GRADO EN INFORMÁTICA INDUSTRIAL Y ROBÓTICA,E. POLITÉCNICA SUPERIOR DE ALCOY,4.33,7.78,2023,3.45,6.055
2023-24,2504381,GRADO EN INFORMÁTICA INDUSTRIAL Y ROBÓTICA,E.T.S. DE INGENIERÍA INFORMÁTICA,7.08,8.13,2023,1.0500000000000007,7.605
2023-24,2504505,GRADO EN GESTIÓN DEL TRANSPORTE Y LA LOGÍSTICA,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",7.5,8.48,2023,0.9800000000000004,7.99
2023-24,2504565,GRADO EN INGENIERÍA CIVIL,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",7.19,9.17,2023,1.9799999999999995,8.18
2023-24,4310279,MÁSTER UNIVERSITARIO EN COMPUTACIÓN EN LA NUBE Y DE ALTAS PRESTACIONES / CLOUD AND HIGH-PERFORMANCE COMPUTING,UNIDAD DE MÁSTERES UNIVERSITARIOS,7.0,8.86,2023,1.8599999999999994,7.93
2023-24,4310280,MÁSTER UNIVERSITARIO EN EDIFICACIÓN,E.T.S. DE INGENIERÍA DE EDIFICACIÓN,7.95,10.0,2023,2.05,8.975
2023-24,4310282,MÁSTER UNIVERSITARIO EN INGENIERÍA ACÚSTICA,ESCUELA POLITECNICA SUPERIOR DE GANDIA,7.19,8.75,2023,1.5599999999999996,7.970000000000001
2023-24,4310284,MÁSTER UNIVERSITARIO EN INGENIERÍA DE COMPUTADORES Y REDES,UNIDAD DE MÁSTERES UNIVERSITARIOS,6.67,8.75,2023,2.08,7.71
2023-24,4310288,"MÁSTER UNIVERSITARIO EN TRANSPORTE, TERRITORIO Y URBANISMO","E.T.S.I. CAMINOS, CANALES Y PUERTOS",7.75,8.33,2023,0.5800000000000001,8.04
2023-24,4310468,MÁSTER UNIVERSITARIO EN SANIDAD Y PRODUCCIÓN VEGETAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,7.0,8.83,2023,1.83,7.915
2023-24,4310569,"MÁSTER UNIVERSITARIO EN INGENIERÍA AVANZADA DE PRODUCCIÓN, LOGÍSTICA Y CADENA DE SUMINISTRO",E.T.S.I. INDUSTRIALES,7.31,9.64,2023,2.330000000000001,8.475
2023-24,4310809,MÁSTER UNIVERSITARIO EN ARTES VISUALES Y MULTIMEDIA,UNIDAD DE MÁSTERES UNIVERSITARIOS,9.17,9.06,2023,-0.10999999999999943,9.115
2023-24,4310813,"MÁSTER UNIVERSITARIO EN GESTIÓN DE EMPRESAS, PRODUCTOS Y SERVICIOS",FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,9.29,10.0,2023,0.7100000000000009,9.645
2023-24,4310814,MÁSTER UNIVERSITARIO EN DIRECCIÓN FINANCIERA Y FISCAL,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,7.0,9.25,2023,2.25,8.125
