CURSO,COD_RUCT,TITULACION,CENTRO,año,satisfaccion_alumnos,satisfaccion_profesores,diferencia_satis,satisfaccion_promedio,tasa_abandono,tasa_permanencia,autoeficacia_3_anos,nivel_autoeficacia,porcentaje_no_desempleados,porcentaje_desempleados,nivel_empleabilidad
2023-24,4311603,MÁSTER UNIVERSITARIO EN BIOTECNOLOGÍA MOLECULAR Y CELULAR DE PLANTAS,UNIDAD DE MÁSTERES UNIVERSITARIOS,2023,4.74,9.17,4.43,6.955,6.9,93.1,5.8,Muy alta,100.0,0.0,Excelente
2023-24,4311604,MÁSTER UNIVERSITARIO EN ECONOMÍA AGROALIMENTARIA Y DEL MEDIO AMBIENTE,UNIDAD DE MÁSTERES UNIVERSITARIOS,2023,8.17,9.38,1.2100000000000009,8.775,20.0,80.0,5.25,Alta,100.0,0.0,Excelente
2023-24,4311605,MÁSTER UNIVERSITARIO EN GESTIÓN DE LA SEGURIDAD Y CALIDAD ALIMENTARIA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2023,6.76,8.89,2.130000000000001,7.825,7.5,92.5,5.59,Muy alta,100.0,0.0,Excelente
2023-24,4311606,"MÁSTER UNIVERSITARIO EN INGENIERÍA DE ANÁLISIS DE DATOS, MEJORA DE PROCESOS Y TOMA DE DECISIONES",UNIDAD DE MÁSTERES UNIVERSITARIOS,2023,5.88,8.54,2.6599999999999997,7.209999999999999,8.0,92.0,6.5,Muy alta,100.0,0.0,Excelente
2023-24,4311609,MÁSTER UNIVERSITARIO EN LENGUAS Y TECNOLOGÍA,UNIDAD DE MÁSTERES UNIVERSITARIOS,2023,8.5,9.75,1.25,9.125,18.18,81.82,,,,,
2023-24,4311610,MÁSTER UNIVERSITARIO EN MEJORA GENÉTICA ANIMAL Y BIOTECNOLOGÍA DE LA REPRODUCCIÓN,UNIDAD DE MÁSTERES UNIVERSITARIOS,2023,10.0,,,,12.5,87.5,6.15,Muy alta,85.71,14.290000000000006,Muy buena
2023-24,4311612,MÁSTER UNIVERSITARIO EN POSTPRODUCCIÓN DIGITAL,ESCUELA POLITECNICA SUPERIOR DE GANDIA,2023,6.67,8.93,2.26,7.8,11.43,88.57,5.96,Muy alta,77.78,22.22,Buena
2023-24,4311613,MÁSTER UNIVERSITARIO EN PREVENCIÓN DE RIESGOS LABORALES,UNIDAD DE MÁSTERES UNIVERSITARIOS,2023,6.46,8.19,1.7299999999999995,7.324999999999999,27.03,72.97,7.0,Muy alta,100.0,0.0,Excelente
2023-24,4311614,MÁSTER UNIVERSITARIO EN PRODUCCIÓN ARTÍSTICA,FACULTAD DE BELLAS ARTES,2023,5.77,9.32,3.5500000000000007,7.545,8.16,91.84,3.56,Media,76.19,23.81,Buena
2023-24,4311725,MÁSTER UNIVERSITARIO EN COOPERACIÓN AL DESARROLLO,UNIDAD DE MÁSTERES UNIVERSITARIOS,2023,10.0,9.64,-0.3599999999999994,9.82,16.0,84.0,4.9,Alta,85.71,14.290000000000006,Muy buena
2023-24,4311726,MÁSTER UNIVERSITARIO EN INGENIERÍA AMBIENTAL,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",2023,7.2,8.27,1.0699999999999994,7.734999999999999,16.67,83.33,3.13,Baja,100.0,0.0,Excelente
2023-24,4312033,MÁSTER UNIVERSITARIO EN ACUICULTURA,UNIDAD DE MÁSTERES UNIVERSITARIOS,2023,6.67,8.75,2.08,7.71,20.0,80.0,0.63,Muy baja,50.0,50.0,Baja
2023-24,4312991,MÁSTER UNIVERSITARIO EN EVALUACIÓN Y SEGUIMIENTO AMBIENTAL DE ECOSISTEMAS MARINOS Y COSTEROS,ESCUELA POLITECNICA SUPERIOR DE GANDIA,2023,8.75,9.17,0.4199999999999999,8.96,0.0,100.0,2.88,Baja,100.0,0.0,Excelente
2023-24,4313930,MÁSTER UNIVERSITARIO EN INVESTIGACIÓN MATEMÁTICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,2023,5.83,8.27,2.4399999999999995,7.05,37.5,62.5,6.06,Muy alta,100.0,0.0,Excelente
2023-24,4314065,"MÁSTER UNIVERSITARIO EN INGENIERÍA, PROCESADO Y CARACTERIZACIÓN DE MATERIALES",E. POLITÉCNICA SUPERIOR DE ALCOY,2023,9.33,8.61,-0.7200000000000006,8.969999999999999,7.69,92.31,5.06,Alta,100.0,0.0,Excelente
2023-24,4314067,MÁSTER UNIVERSITARIO EN INGENIERÍA MECATRÓNICA,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,2023,6.47,8.42,1.95,7.445,8.7,91.3,5.0,Alta,88.89,11.11,Muy buena
2023-24,4314071,MÁSTER UNIVERSITARIO EN INGENIERÍA DE ORGANIZACIÓN Y LOGÍSTICA,E. POLITÉCNICA SUPERIOR DE ALCOY,2023,8.52,9.11,0.5899999999999999,8.815,20.0,80.0,6.7,Muy alta,80.0,20.0,Muy buena
2023-24,4314473,MÁSTER UNIVERSITARIO EN INGENIERÍA DE MONTES,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2023,2.5,7.5,5.0,5.0,14.29,85.71000000000001,6.81,Muy alta,100.0,0.0,Excelente
2023-24,4314518,MÁSTER UNIVERSITARIO EN INGENIERÍA DE TELECOMUNICACIÓN,E.T.S.I. DE TELECOMUNICACIÓN,2023,6.97,7.93,0.96,7.449999999999999,5.88,94.12,7.72,Muy alta,96.15,3.8499999999999934,Excelente
2023-24,4314521,MÁSTER UNIVERSITARIO EN INGENIERÍA AERONÁUTICA,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,2023,4.84,8.63,3.790000000000001,6.735,2.94,97.06,6.2,Muy alta,100.0,0.0,Excelente
2023-24,4314523,MÁSTER UNIVERSITARIO EN INGENIERÍA QUÍMICA,E.T.S.I. INDUSTRIALES,2023,5.56,9.04,3.4799999999999995,7.299999999999999,8.93,91.07,6.44,Muy alta,100.0,0.0,Excelente
2023-24,4314524,MÁSTER UNIVERSITARIO EN INGENIERÍA INDUSTRIAL,E.T.S.I. INDUSTRIALES,2023,5.71,8.78,3.0699999999999994,7.244999999999999,6.38,93.62,6.76,Muy alta,97.09,2.9099999999999966,Excelente
2023-24,4314526,MÁSTER UNIVERSITARIO EN INGENIERÍA INFORMÁTICA,E.T.S. DE INGENIERÍA INFORMÁTICA,2023,7.81,8.52,0.71,8.165,10.34,89.66,7.05,Muy alta,71.43,28.569999999999997,Buena
2023-24,4314528,MÁSTER UNIVERSITARIO EN ENOLOGÍA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2023,8.0,8.0,0.0,8.0,11.11,88.89,3.85,Media,85.71,14.290000000000006,Muy buena
2023-24,4314529,MÁSTER UNIVERSITARIO EN INGENIERÍA AGRONÓMICA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2023,7.79,8.32,0.5300000000000002,8.055,1.49,98.51,7.64,Muy alta,100.0,0.0,Excelente
2023-24,4314646,MÁSTER UNIVERSITARIO EN INGENIERÍA GEOMÁTICA Y GEOINFORMACIÓN,"E.T.S.I. GEODESICA, CARTOGRAFICA Y TOP.",2023,8.52,9.61,1.09,9.065,29.41,70.59,8.63,Muy alta,100.0,0.0,Excelente
2023-24,4314647,"MÁSTER UNIVERSITARIO EN INGENIERÍA DE CAMINOS, CANALES Y PUERTOS","E.T.S.I. CAMINOS, CANALES Y PUERTOS",2023,4.06,8.91,4.8500000000000005,6.484999999999999,17.14,82.86,7.34,Muy alta,97.14,2.8599999999999994,Excelente
2023-24,4314825,MÁSTER UNIVERSITARIO EN DIRECCIÓN DE EMPRESAS (MBA),E. POLITÉCNICA SUPERIOR DE ALCOY,2023,7.19,9.81,2.62,8.5,27.59,72.41,8.25,Muy alta,100.0,0.0,Excelente
2023-24,4315002,MÁSTER UNIVERSITARIO EN INGENIERÍA TEXTIL,E. POLITÉCNICA SUPERIOR DE ALCOY,2023,8.57,8.44,-0.1300000000000007,8.504999999999999,15.79,84.21000000000001,3.72,Media,75.0,25.0,Buena
2023-24,4315070,MÁSTER UNIVERSITARIO EN ARQUITECTURA,E.T.S. DE ARQUITECTURA,2023,7.4,7.7,0.2999999999999998,7.550000000000001,4.84,95.16,5.99,Muy alta,95.89,4.109999999999999,Excelente
2023-24,4315921,MÁSTER UNIVERSITARIO EN INGENIERÍA BIOMÉDICA,E.T.S.I. INDUSTRIALES,2023,6.25,8.61,2.3599999999999994,7.43,17.14,82.86,5.09,Alta,100.0,0.0,Excelente
2023-24,4315941,MÁSTER UNIVERSITARIO ERASMUS MUNDUS EN SANIDAD VEGETAL EN AGRICULTURA SOSTENIBLE/ EUROPEAN MASTER DEGREE IN PLANT HEALTH IN SUSTAINABLE CROPPING SYSTEMS,UNIDAD DE MÁSTERES UNIVERSITARIOS,2023,9.0,9.53,0.5299999999999994,9.265,77.27,22.730000000000004,3.53,Media,100.0,0.0,Excelente
2023-24,4316135,MÁSTER UNIVERSITARIO EN GESTIÓN ADMINISTRATIVA,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,2023,7.5,6.79,-0.71,7.145,32.26,67.74000000000001,4.38,Media,100.0,0.0,Excelente
2023-24,4316557,"MÁSTER UNIVERSITARIO EN ESTUDIOS DE LA CIENCIA, LA TECNOLOGÍA Y LA INNOVACIÓN",UNIDAD DE MÁSTERES UNIVERSITARIOS,2023,6.25,10.0,3.75,8.125,55.56,44.44,,,,,
2023-24,4316840,MÁSTER UNIVERSITARIO EN MEJORA GENÉTICA VEGETAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,2023,6.5,8.57,2.0700000000000003,7.535,12.5,87.5,,,,,
2023-24,4317401,MÁSTER UNIVERSITARIO EN SOCIAL MEDIA Y COMUNICACIÓN CORPORATIVA,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,2023,5.0,8.89,3.890000000000001,6.945,6.9,93.1,,,,,
2023-24,4317434,MÁSTER UNIVERSITARIO EN SISTEMAS INTELIGENTES DE TRANSPORTE,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",2023,10.0,,,,14.29,85.71000000000001,,,,,
2023-24,4317446,MÁSTER UNIVERSITARIO EN COMUNICACIÓN TRANSMEDIA,ESCUELA POLITECNICA SUPERIOR DE GANDIA,2023,4.25,8.64,4.390000000000001,6.445,16.0,84.0,,,,,
2023-24,4317448,MÁSTER UNIVERSITARIO EN CIBERSEGURIDAD Y CIBERINTELIGENCIA,E.T.S. DE INGENIERÍA INFORMÁTICA,2023,7.22,10.0,2.78,8.61,14.71,85.28999999999999,,,,,
2023-24,4317455,"MÁSTER UNIVERSITARIO ERASMUS MUNDUS EN ONDAS, ACÚSTICA, VIBRACIONES, INGENIERÍA Y SONIDO / ERASMUS MUNDUS MASTER IN WAVES, ACOUSTICS, VIBRATIONS, ENGINEERING AND SOUND (WAVES)",ESCUELA POLITECNICA SUPERIOR DE GANDIA,2023,7.19,9.38,2.1900000000000004,8.285,0.0,100.0,,,,,
2023-24,4317480,MÁSTER UNIVERSITARIO EN QUÍMICA SOSTENIBLE,UNIDAD DE MÁSTERES UNIVERSITARIOS,2023,6.88,9.55,2.670000000000001,8.215,4.35,95.65,,,,,
2023-24,4317640,MÁSTER UNIVERSITARIO EN INGENIERÍA BIOAMBIENTAL Y DEL PAISAJE,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2023,5.83,8.75,2.92,7.29,11.11,88.89,,,,,
2023-24,4317898,MÁSTER UNIVERSITARIO ERASMUS MUNDUS EN MEJORA GENÉTICA VEGETAL / ERASMUS MUNDUS MASTER IN PLANT BREEDING - EMPLANT +,UNIDAD DE MÁSTERES UNIVERSITARIOS,2023,,9.69,,,0.0,100.0,,,,,
2023-24,4317936,MÁSTER UNIVERSITARIO EN GANADERÍA DE PRECISIÓN,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,2023,10.0,9.69,-0.3100000000000005,9.845,16.67,83.33,,,,,
2023-24,4317948,MÁSTER UNIVERSITARIO EN MECÁNICA DE FLUIDOS COMPUTACIONAL,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,2023,5.5,8.44,2.9399999999999995,6.97,9.52,90.48,,,,,
2023-24,4317961,MÁSTER UNIVERSITARIO ERASMUS MUNDUS EN CIENCIA EN INGENIERÍA TEXTIL / ERASMUS MUNDUS MASTER OF SCIENCE IN TEXTILE ENGINEERING,E. POLITÉCNICA SUPERIOR DE ALCOY,2023,,10.0,,,100.0,0.0,,,,,
2023-24,4318105,MÁSTER UNIVERSITARIO EN SEGURIDAD NUCLEAR Y PROTECCIÓN RADIOLÓGICA,E.T.S.I. INDUSTRIALES,2023,8.75,9.17,0.4199999999999999,8.96,25.0,75.0,,,,,
2023-24,4318256,MÁSTER UNIVERSITARIO EN SEGURIDAD INDUSTRIAL,E.T.S.I. INDUSTRIALES,2023,7.81,9.0,1.1900000000000004,8.405,,,,,,,
2023-24,4318298,MÁSTER UNIVERSITARIO EN INGENIERÍA EN MOVILIDAD ELÉCTRICA,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,2023,3.54,8.75,5.21,6.145,,,,,,,
2023-24,4318372,MÁSTER UNIVERSITARIO EN HUMANIDADES DIGITALES,E.T.S. DE INGENIERÍA INFORMÁTICA,2023,,9.0,,,,,,,,,
2023-24,4318375,MÁSTER UNIVERSITARIO EN INGENIERÍA ESTRUCTURAL Y GEOTÉCNICA,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",2023,5.0,9.04,4.039999999999999,7.02,,,,,,,
2023-24,4318551,MÁSTER UNIVERSITARIO EN INTELIGENCIA TURÍSTICA,ESCUELA POLITECNICA SUPERIOR DE GANDIA,2023,9.0,8.64,-0.3599999999999994,8.82,,,,,,,
